is_delayed,delay_prob,uncertainty,predicted_congestion,is_anomaly,buffer_minutes,risk,risk_level,action,buffer_conservative,buffer_balanced,buffer_aggressive
0,0.12633793460281664,0.08269103837951812,0.662664,0,-0.1687108,0.23905627730207987,low,Safe — proceed normally,-0.2,-0.2,-0.1
0,0.12633793460281664,0.08272661294916063,0.662664,0,-0.1687108,0.23906339221600836,low,Safe — proceed normally,-0.2,-0.2,-0.1
0,0.12633793460281664,0.08045051972177089,0.662664,0,-0.1687108,0.23860817357053044,low,Safe — proceed normally,-0.2,-0.2,-0.1
0,0.12633793460281664,0.07795566602563177,0.662664,0,-0.1687108,0.2381092028313026,low,Safe — proceed normally,-0.2,-0.2,-0.1
0,0.13128020682798783,0.07506839157188673,0.662664,0,-0.1687108,0.23975577044188062,low,Safe — proceed normally,-0.2,-0.2,-0.1
1,0.28244295200167946,0.07438481149186564,0.59198433,0,-0.5260505,0.2899723736010835,low,Safe — proceed normally,-0.6,-0.5,-0.4
1,0.28244295200167946,0.07663235449728581,0.59198433,0,-0.5260505,0.2904218822021676,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.19865970332113836,0.07641549411845058,0.59198433,0,-0.5260505,0.25267604822015705,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.19865970332113836,0.07619682907579459,0.59198433,0,-0.5260505,0.2526323152116258,low,Safe — proceed normally,-0.6,-0.5,-0.4
1,0.20367254054852538,0.0760441380515046,0.59198433,0,-0.5260505,0.254857553759092,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.3067904655235522,0.07917334927073344,0.59198433,0,-0.5260505,0.30188646224169985,medium,Be careful — allow extra buffer,-0.6,-0.5,-0.4
0,0.29165397454077807,0.0815204286778857,0.59198433,0,-0.5260505,0.29554445718088196,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15051842193567352,0.08151435278832,0.59198433,0,-0.5260505,0.23203224333067174,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15051842193567352,0.08146338774875152,0.59198433,0,-0.5260505,0.23202205032275805,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15051842193567352,0.08141131870771841,0.59198433,0,-0.5260505,0.23201163651455142,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.1685158058729572,0.08136483790367435,0.59198433,0,-0.5260505,0.24010116312552027,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.1685158058729572,0.08127005451047774,0.59198433,0,-0.5260505,0.24008220644688094,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.1685158058729572,0.07773043631618995,0.59198433,0,-0.5260505,0.23937428280802336,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15380875072637154,0.06353859150286442,0.59198433,0,-0.5260505,0.22991773902939472,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15380875072637154,0.06353100936450162,0.59198433,0,-0.5260505,0.22991622260172218,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.15380875072637154,0.0625228354938695,0.59198433,0,-0.5260505,0.22971458782759574,low,Safe — proceed normally,-0.6,-0.5,-0.4
1,0.2513499218261897,0.06293148356827682,0.59198433,0,-0.5260505,0.2736898444373954,low,Safe — proceed normally,-0.6,-0.5,-0.4
0,0.23024433543447573,0.06254771484343265,0.59198433,0,-0.5260505,0.2641155768161553,low,Safe — proceed normally,-0.6,-0.5,-0.4
1,0.2325317600597159,0.062039305439137174,0.65931606,0,-2.6219156,0.2818761688465111,low,Safe — proceed normally,-3.1,-2.6,-2.1
1,0.2325317600597159,0.06134439508010313,0.6605263,0,-2.6219156,0.28203973995158416,low,Safe — proceed normally,-3.1,-2.6,-2.1
0,0.25424135569799433,0.06205919915315571,0.6605263,0,-2.6219156,0.29195201880342003,low,Safe — proceed normally,-3.1,-2.6,-2.1
0,0.25424135569799433,0.06262272799274061,0.67299414,0,-2.6219156,0.29518168986522125,low,Safe — proceed normally,-3.1,-2.6,-2.1
0,0.18760448723314707,0.061980693960172445,0.6725146,0,-2.6219156,0.2649468124077219,low,Safe — proceed normally,-3.1,-2.6,-2.1
0,0.1975696646775328,0.06135139665890636,0.67100984,0,-2.6219156,0.2689290880819424,low,Safe — proceed normally,-3.1,-2.6,-2.1
0,0.4039552428577747,0.0684780872473256,0.44681674,0,-3.9674323,0.30717966234051286,medium,Be careful — allow extra buffer,-4.8,-4.0,-3.2
0,0.11939719474436303,0.06798761490122819,0.44681674,0,-3.971746,0.17903044622025815,low,Safe — proceed normally,-4.8,-4.0,-3.2
0,0.19771371107095362,0.06694997338799426,0.44681674,0,-3.971746,0.21406535026457713,low,Safe — proceed normally,-4.8,-4.0,-3.2
0,0.19618835566024415,0.06582650906464806,0.44681674,0,-4.009861,0.2131542474650886,low,Safe — proceed normally,-4.8,-4.0,-3.2
0,0.14917513643467514,0.06591937186076326,0.44681674,0,-3.971746,0.1920168713728056,low,Safe — proceed normally,-4.8,-4.0,-3.2
0,0.15310665682050875,0.06595381740578905,0.44681674,0,-4.058757,0.1937929446554359,low,Safe — proceed normally,-4.9,-4.1,-3.2
0,0.12321891614429954,0.06635949593512587,0.44681674,0,-4.058757,0.18042459705700908,low,Safe — proceed normally,-4.9,-4.1,-3.2
0,0.18428121111279622,0.06624511038403985,0.44042015,0,-4.1406116,0.20628060476677526,low,Safe — proceed normally,-5.0,-4.1,-3.3
0,0.17527367172776934,0.06438386688190188,0.36360392,0,-7.482387,0.18265090558999947,low,Safe — proceed normally,-9.0,-7.5,-6.0
1,0.1650685512772467,0.06396492743834449,0.36930057,0,-7.3596587,0.17939897707849362,low,Safe — proceed normally,-8.8,-7.4,-5.9
1,0.326729281352092,0.06663004820551957,0.37672332,0,-7.151498,0.25453501607256246,low,Safe — proceed normally,-8.6,-7.2,-5.7
0,0.21015900284953465,0.06617109291254342,0.3773122,0,-7.151498,0.20213382316041162,low,Safe — proceed normally,-8.6,-7.2,-5.7
0,0.2774051764085013,0.06677318062906701,0.4925688,0,-2.3749077,0.26132916323779604,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.2774051764085013,0.06617392100444527,0.4925688,0,-2.3749077,0.26120931131287173,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.20559442949135137,0.06436099237406147,0.4925688,0,-2.3749077,0.22853188947407746,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.20559442949135137,0.062405019903477285,0.4925688,0,-2.3749077,0.22814069497996062,low,Safe — proceed normally,-2.8,-2.4,-1.9
1,0.27490256000861507,0.06116845360086117,0.4925688,0,-2.3749077,0.25908204045220606,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.18126974942835267,0.061222150968896105,0.4925688,0,-2.3749077,0.21695801516469496,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.2725709545209875,0.061995228866184096,0.4925688,0,-2.3749077,0.25819817303583825,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.22074444251948522,0.062021074506049864,0.4925688,0,-2.3749077,0.23488141176313537,low,Safe — proceed normally,-2.8,-2.4,-1.9
0,0.23501827685428933,0.06215802872151579,0.4925688,0,-2.4114308,0.2413320280568904,low,Safe — proceed normally,-2.9,-2.4,-1.9
0,0.18686043558824852,0.061190776053657844,0.4925688,0,-2.4121237,0.21946754895360043,low,Safe — proceed normally,-2.9,-2.4,-1.9
