run,gate,destination,terminal,walking_speed,congestion,stay_minutes,gate_change,trip_time,buffer,safe
922,GATE_C3,DUNKIN_T5,5,1.19,0.92,19,False,23.64,35,True
923,GATE_A1,STARBUCKS_T8,8,1.72,0.98,19,True,24.71,35,True
924,GATE_D2,RESTROOM_T7,7,1.16,1.08,6,True,8.67,35,True
925,GATE_B2,RESTROOM_T4,4,1.36,1.09,18,False,19.69,35,True
926,GATE_D1,SHAKE_SHACK_T7,7,0.97,1.17,13,False,25.71,35,True
927,GATE_A2,STARBUCKS_T8,8,1.7,0.81,18,False,21.76,35,True
928,GATE_B2,MC_DONALDS_T4,4,1.46,1.17,9,False,17.85,35,True
929,GATE_B2,MC_DONALDS_T4,4,1.31,1.44,11,False,23.04,35,True
930,GATE_A3,RESTROOM_T8,8,1.66,0.92,19,False,20.18,35,True
931,GATE_D1,SHAKE_SHACK_T7,7,1.51,1.2,11,False,19.36,35,True
932,GATE_A3,RESTROOM_T8,8,1.61,1.29,8,False,9.71,35,True
933,GATE_D1,SHAKE_SHACK_T7,7,1.29,1.47,20,False,31.97,35,True
934,GATE_C1,STARBUCKS_T5,5,1.2,1.48,5,False,16.07,35,True
935,GATE_D1,SHAKE_SHACK_T7,7,1.36,0.83,9,False,15.47,35,True
936,GATE_A3,STARBUCKS_T8,8,1.57,0.83,19,False,22.16,35,True
937,GATE_C1,STARBUCKS_T5,5,1.46,1.16,9,False,16.11,35,True
938,GATE_C2,STARBUCKS_T5,5,1.26,1.25,19,False,25.22,35,True
939,GATE_A3,RESTROOM_T8,8,1.74,1.17,6,False,7.43,35,True
940,GATE_B2,RESTROOM_T4,4,1.35,1.2,7,False,8.87,35,True
941,GATE_D1,SHAKE_SHACK_T7,7,1.13,0.95,16,False,24.85,35,True
942,GATE_C2,DUNKIN_T5,5,1.24,0.91,5,False,11.51,35,True
943,GATE_A1,STARBUCKS_T8,8,0.93,0.96,11,False,21.3,35,True
944,GATE_D2,RESTROOM_T7,7,1.24,1.21,16,False,18.8,35,True
945,GATE_B3,RESTROOM_T4,4,1.41,1.18,20,False,22.35,35,True
946,GATE_B2,RESTROOM_T4,4,1.43,1.17,19,False,20.73,35,True
947,GATE_C2,RESTROOM_T5,5,1.21,0.85,19,False,21.0,35,True
948,GATE_C1,STARBUCKS_T5,5,1.88,1.48,14,True,21.08,35,True
949,GATE_A3,RESTROOM_T8,8,1.47,1.3,7,True,8.89,35,True
950,GATE_B3,MC_DONALDS_T4,4,1.96,1.44,13,False,19.18,35,True
951,GATE_D2,RESTROOM_T7,7,1.16,1.13,10,False,12.81,35,True
952,GATE_A1,STARBUCKS_T8,8,1.21,1.14,18,False,27.48,35,True
953,GATE_D1,RESTROOM_T7,7,1.41,0.96,19,False,22.77,35,True
954,GATE_C2,STARBUCKS_T5,5,1.53,1.12,15,True,19.61,35,True
955,GATE_B1,RESTROOM_T4,4,1.14,0.87,19,False,21.96,35,True
956,GATE_A2,RESTROOM_T8,8,1.48,0.88,14,False,15.15,35,True
957,GATE_A2,STARBUCKS_T8,8,1.11,0.97,7,False,13.91,35,True
958,GATE_A3,RESTROOM_T8,8,1.44,1.42,14,False,16.11,35,True
959,GATE_B1,MC_DONALDS_T4,4,1.8,0.81,6,False,12.1,35,True
960,GATE_A3,STARBUCKS_T8,8,1.24,0.93,19,False,23.48,35,True
961,GATE_A2,STARBUCKS_T8,8,1.48,1.48,15,False,22.9,35,True
962,GATE_D2,RESTROOM_T7,7,1.82,0.85,11,True,12.34,35,True
963,GATE_C1,DUNKIN_T5,5,1.27,0.83,20,False,27.77,35,True
964,GATE_D2,SHAKE_SHACK_T7,7,1.78,1.32,6,False,11.53,35,True
965,GATE_A1,RESTROOM_T8,8,1.57,0.92,5,False,7.18,35,True
966,GATE_D2,RESTROOM_T7,7,1.45,1.23,12,False,14.42,35,True
967,GATE_D2,RESTROOM_T7,7,1.3,1.35,12,True,14.97,35,True
968,GATE_A3,STARBUCKS_T8,8,1.53,1.06,17,False,21.12,35,True
969,GATE_A3,STARBUCKS_T8,8,2.09,1.31,15,False,18.73,35,True
970,GATE_A3,STARBUCKS_T8,8,1.26,1.13,6,False,11.33,35,True
971,GATE_C2,DUNKIN_T5,5,1.3,1.5,12,True,22.25,35,True
972,GATE_A1,STARBUCKS_T8,8,1.55,0.92,5,False,10.99,35,True
973,GATE_A1,RESTROOM_T8,8,1.53,1.31,20,False,23.19,35,True
974,GATE_A2,STARBUCKS_T8,8,1.45,1.34,9,False,16.27,35,True
975,GATE_A2,RESTROOM_T8,8,1.81,0.98,7,False,8.05,35,True
976,GATE_D1,RESTROOM_T7,7,1.77,0.97,10,False,13.02,35,True
977,GATE_B1,MC_DONALDS_T4,4,0.93,1.46,17,True,38.24,35,False
978,GATE_A2,RESTROOM_T8,8,1.64,0.87,16,False,17.03,35,True
979,GATE_D1,SHAKE_SHACK_T7,7,1.51,1.08,17,False,24.54,35,True
980,GATE_D1,SHAKE_SHACK_T7,7,1.22,0.96,13,False,21.3,35,True
981,GATE_B2,STARBUCKS_T4,4,1.76,1.48,11,False,15.75,35,True
982,GATE_B3,MC_DONALDS_T4,4,1.01,1.42,18,False,29.85,35,True
983,GATE_D2,SHAKE_SHACK_T7,7,1.34,1.1,6,False,12.12,35,True
984,GATE_B1,RESTROOM_T4,4,1.68,1.35,18,False,21.13,35,True
985,GATE_B1,MC_DONALDS_T4,4,1.75,1.38,8,True,18.73,35,True
986,GATE_C3,STARBUCKS_T5,5,1.37,1.2,5,False,8.55,35,True
987,GATE_C2,DUNKIN_T5,5,1.94,0.87,17,False,21.02,35,True
988,GATE_D2,SHAKE_SHACK_T7,7,0.99,1.19,8,True,16.94,35,True
989,GATE_C1,STARBUCKS_T5,5,1.78,0.89,10,False,14.48,35,True
990,GATE_A2,STARBUCKS_T8,8,1.09,1.21,8,False,16.82,35,True
991,GATE_D2,RESTROOM_T7,7,1.35,0.89,18,False,19.89,35,True
992,GATE_C2,RESTROOM_T5,5,1.49,1.13,10,False,12.18,35,True
993,GATE_C3,RESTROOM_T5,5,1.44,1.34,9,False,12.09,35,True
994,GATE_B1,MC_DONALDS_T4,4,1.45,1.43,18,True,31.42,35,True
995,GATE_C3,RESTROOM_T5,5,1.22,1.03,10,False,12.8,35,True
996,GATE_D2,RESTROOM_T7,7,1.4,1.32,11,False,13.71,35,True
997,GATE_C2,STARBUCKS_T5,5,1.48,1.4,9,False,14.97,35,True
998,GATE_A3,RESTROOM_T8,8,1.51,1.41,17,False,19.0,35,True
999,GATE_C1,RESTROOM_T5,5,1.04,0.94,13,False,17.35,35,True
1000,GATE_B1,MC_DONALDS_T4,4,1.5,1.35,10,False,22.26,35,True
